title mz rt ions peptides
7961 qExactive01819.1303.1303.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1303%22 444.949951171875 5.7786842 1 54
7962 qExactive01819.1303.1303.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1303%22 444.949951171875 5.7786842 2 7
8027 qExactive01819.2728.2728.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2728%22 430.888397216797 12.737118 0 900
8028 qExactive01819.2728.2728.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2728%22 430.888397216797 12.737118 1 14
8029 qExactive01819.2728.2728.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2728%22 430.888397216797 12.737118 2 1
8197 qExactive01819.1310.1310.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1310%22 366.988464355469 5.8053885 0 23
8198 qExactive01819.1310.1310.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1310%22 366.988464355469 5.8053885 1 5
8248 qExactive01819.1103.1103.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1103%22 371.911773681641 4.965734 0 236
8249 qExactive01819.1103.1103.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1103%22 371.911773681641 4.965734 1 35
8250 qExactive01819.1103.1103.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1103%22 371.911773681641 4.965734 2 7
8251 qExactive01819.1103.1103.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1103%22 371.911773681641 4.965734 3 1
8339 qExactive01819.483.483.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D483%22 430.888000488281 2.3149177 0 925
8340 qExactive01819.483.483.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D483%22 430.888000488281 2.3149177 1 15
8341 qExactive01819.483.483.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D483%22 430.888000488281 2.3149177 2 1
8384 qExactive01819.1171.1171.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1171%22 435.870025634766 5.247209 0 390
8440 qExactive01819.239.239.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D239%22 354.885345458984 1.1612993 0 244
8441 qExactive01819.239.239.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D239%22 354.885345458984 1.1612993 1 2
8479 qExactive01819.1305.1305.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1305%22 354.885345458984 5.7858967 0 245
8480 qExactive01819.1305.1305.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1305%22 354.885345458984 5.7858967 1 1
8519 qExactive01819.2531.2531.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2531%22 430.88818359375 11.639312 0 921
8520 qExactive01819.2531.2531.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2531%22 430.88818359375 11.639312 1 15
8521 qExactive01819.2531.2531.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2531%22 430.88818359375 11.639312 2 1
8557 qExactive01819.932.932.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D932%22 371.91162109375 4.2721012 0 235
8558 qExactive01819.932.932.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D932%22 371.91162109375 4.2721012 1 32
8559 qExactive01819.932.932.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D932%22 371.91162109375 4.2721012 2 4
8627 qExactive01819.1044.1044.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1044%22 354.885345458984 4.7295038 0 245
8628 qExactive01819.1044.1044.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1044%22 354.885345458984 4.7295038 1 1
8681 qExactive01819.3094.3094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3094%22 428.891265869141 14.624063 0 765
8682 qExactive01819.3094.3094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3094%22 428.891265869141 14.624063 1 22
8683 qExactive01819.3094.3094.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3094%22 428.891265869141 14.624063 2 1
8799 qExactive01819.1503.1503.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1503%22 425.943420410156 6.5656971 0 280
8800 qExactive01819.1503.1503.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1503%22 425.943420410156 6.5656971 1 2
8863 qExactive01819.511.511.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D511%22 434.882415771484 2.4357013 0 634
9191 qExactive01819.1634.1634.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1634%22 491.859039306641 7.082282 0 25
9307 qExactive01819.1571.1571.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1571%22 435.869903564453 6.8320483 0 390
9537 qExactive01819.1105.1105.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1105%22 607.209594726563 4.9750626 0 5
9538 qExactive01819.1105.1105.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1105%22 607.209594726563 4.9750626 2 1
9539 qExactive01819.1105.1105.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1105%22 607.209594726563 4.9750626 3 1
9748 qExactive01819.1434.1434.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1434%22 353.901123046875 6.2921969 0 113
9749 qExactive01819.1434.1434.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1434%22 353.901123046875 6.2921969 1 27
9750 qExactive01819.1434.1434.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1434%22 353.901123046875 6.2921969 2 5
9763 qExactive01819.1706.1706.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1706%22 607.209838867188 7.3915878 0 5
9764 qExactive01819.1706.1706.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1706%22 607.209838867188 7.3915878 2 1
9765 qExactive01819.1706.1706.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1706%22 607.209838867188 7.3915878 6 1
10036 qExactive01819.1705.1705.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1705%22 311.944793701172 7.3868904 0 264
10037 qExactive01819.1705.1705.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1705%22 311.944793701172 7.3868904 1 4
10286 qExactive01819.641.641.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D641%22 462.836273193359 3.0378645 0 2
10365 qExactive01819.1234.1234.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1234%22 434.882873535156 5.4996695 0 679
10383 qExactive01819.3092.3092.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3092%22 430.88818359375 14.616664 0 921
10384 qExactive01819.3092.3092.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3092%22 430.88818359375 14.616664 1 15
10385 qExactive01819.3092.3092.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3092%22 430.88818359375 14.616664 2 1
10394 qExactive01819.2335.2335.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2335%22 432.885131835938 10.652355 0 659
10543 qExactive01819.593.593.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D593%22 425.943481445313 2.8143162 0 249
10544 qExactive01819.593.593.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D593%22 425.943481445313 2.8143162 1 16
10545 qExactive01819.593.593.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D593%22 425.943481445313 2.8143162 2 1
10852 qExactive01819.1034.1034.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1034%22 442.970092773438 4.6886693 0 731
10853 qExactive01819.1034.1034.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1034%22 442.970092773438 4.6886693 1 71
10854 qExactive01819.1034.1034.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1034%22 442.970092773438 4.6886693 2 5
10957 qExactive01819.1632.1632.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1632%22 444.949951171875 7.0751683 0 253
10958 qExactive01819.1632.1632.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1632%22 444.949951171875 7.0751683 1 44
10959 qExactive01819.1632.1632.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1632%22 444.949951171875 7.0751683 2 4
10972 qExactive01819.2474.2474.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2474%22 428.891326904297 11.351489 0 753
10973 qExactive01819.2474.2474.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2474%22 428.891326904297 11.351489 1 11
11048 qExactive01819.447.447.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D447%22 372.895385742188 2.1402712 0 513
11049 qExactive01819.447.447.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D447%22 372.895385742188 2.1402712 1 2
11132 qExactive01819.2262.2262.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2262%22 428.891204833984 10.303189 0 747
11133 qExactive01819.2262.2262.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2262%22 428.891204833984 10.303189 1 40
11134 qExactive01819.2262.2262.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2262%22 428.891204833984 10.303189 2 1
11284 qExactive01819.1016.1016.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1016%22 533.191101074219 4.6157084 0 4
11641 qExactive01819.192.192.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D192%22 407.932861328125 0.93521367 0 202
11642 qExactive01819.192.192.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D192%22 407.932861328125 0.93521367 1 15
11643 qExactive01819.192.192.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D192%22 407.932861328125 0.93521367 2 3
11836 qExactive01819.1186.1186.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1186%22 386.854339599609 5.3096622 0 382
11837 qExactive01819.1186.1186.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1186%22 386.854339599609 5.3096622 1 46
11838 qExactive01819.1186.1186.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1186%22 386.854339599609 5.3096622 2 2
11929 qExactive01819.2131.2131.2+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2131%22 743.194519042969 9.6292883 0 30
12220 qExactive01819.54.54.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D54%22 372.895446777344 0.26257273 0 513
12221 qExactive01819.54.54.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D54%22 372.895446777344 0.26257273 1 2
12222 qExactive01819.478.478.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D478%22 432.885314941406 2.292615 0 688
12240 qExactive01819.723.723.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D723%22 331.951019287109 3.3997455 0 308
12241 qExactive01819.723.723.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D723%22 331.951019287109 3.3997455 1 53
12242 qExactive01819.723.723.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D723%22 331.951019287109 3.3997455 2 1
12414 qExactive01819.1232.1232.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1232%22 444.825836181641 5.4903081 1 1
12568 qExactive01819.2607.2607.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2607%22 434.881988525391 12.025376 0 644
12681 qExactive01819.1317.1317.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1317%22 371.911743164063 5.8298593 0 242
12682 qExactive01819.1317.1317.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1317%22 371.911743164063 5.8298593 1 32
12683 qExactive01819.1317.1317.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1317%22 371.911743164063 5.8298593 2 4
12684 qExactive01819.350.350.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D350%22 430.887786865234 1.696862 0 900
12685 qExactive01819.350.350.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D350%22 430.887786865234 1.696862 1 14
12686 qExactive01819.350.350.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D350%22 430.887786865234 1.696862 2 1
12693 qExactive01819.763.763.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D763%22 444.826019287109 3.5661798 0 2
12788 qExactive01819.2522.2522.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2522%22 434.882232666016 11.595242 0 640
12789 qExactive01819.2522.2522.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2522%22 434.882232666016 11.595242 1 1
12870 qExactive01819.1369.1369.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1369%22 538.888854980469 6.0386319 0 25
12871 qExactive01819.1369.1369.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1369%22 538.888854980469 6.0386319 1 12
12893 qExactive01819.1431.1431.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1431%22 425.943420410156 6.2811536 0 281
12894 qExactive01819.1431.1431.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1431%22 425.943420410156 6.2811536 1 1
13081 qExactive01819.255.255.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D255%22 434.882385253906 1.2509252 0 634
13354 qExactive01819.2391.2391.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2391%22 428.891265869141 10.931167 0 777
13355 qExactive01819.2391.2391.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2391%22 428.891265869141 10.931167 1 11
13395 qExactive01819.1117.1117.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1117%22 435.869659423828 5.026502 0 412
13605 qExactive01819.2670.2670.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2670%22 391.2841796875 12.35752 0 5
13701 qExactive01819.15.15.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D15%22 425.943481445313 0.063530584 0 234
13702 qExactive01819.15.15.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D15%22 425.943481445313 0.063530584 1 30
13703 qExactive01819.15.15.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D15%22 425.943481445313 0.063530584 2 2
13737 qExactive01819.3087.3087.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D3087%22 432.885375976563 14.596265 0 688
13830 qExactive01819.2073.2073.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D2073%22 432.885375976563 9.3186388 0 688
13896 qExactive01819.1583.1583.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1583%22 462.836364746094 6.8786527 0 3
13965 qExactive01819.1169.1169.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1169%22 432.885925292969 5.2379077 0 654
14212 qExactive01819.1031.1031.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1031%22 373.894622802734 4.677943 0 370
14213 qExactive01819.6.6.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6%22 430.888000488281 0.024792101 0 926
14214 qExactive01819.6.6.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6%22 430.888000488281 0.024792101 1 14
14215 qExactive01819.6.6.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D6%22 430.888000488281 0.024792101 2 1
14281 qExactive01819.573.573.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D573%22 430.887908935547 2.7274275 0 907
14282 qExactive01819.573.573.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D573%22 430.887908935547 2.7274275 1 11
14464 qExactive01819.1337.1337.3+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D1337%22 533.191101074219 5.9126379 0 4
14515 qExactive01819.318.318.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D318%22 442.970031738281 1.5354272 0 693
14516 qExactive01819.318.318.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D318%22 442.970031738281 1.5354272 1 97
14517 qExactive01819.318.318.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D318%22 442.970031738281 1.5354272 2 12
14518 qExactive01819.318.318.+File%3A%22qExactive01819.raw%22%2C+NativeID%3A%22controllerType%3D0+controllerNumber%3D1+scan%3D318%22 442.970031738281 1.5354272 3 1
